x1,x2,r
12327,48512,42507
9966,25795,23267
50749,3813,52543
7293,56882,39221
6605,17698,7310
42575,5997,29610
17627,9217,27811
52585,38809,10474
50616,3911,14248
49584,10473,58602
3225,8317,39657
41406,34871,56268
19112,52481,3755
55199,43049,11198
18495,9500,17575
27820,10938,15298
8378,21513,18387
30825,22097,59112
50089,31101,18336
54324,56502,42236
36326,29442,57183
20224,32838,32968
2021,41405,39544
59539,16350,5548
20083,13542,43891
42184,31508,14392
14372,1000,7237
2084,17506,16226
27776,37666,19767
42723,12251,54309
23743,41521,13429
24611,14119,45482
56337,18876,37421
44682,38621,2442
37991,52354,33164
54672,13854,7957
344,21966,29869
55978,48206,58826
19525,11838,16850
46572,28093,52700
16180,44202,46083
5435,44467,33112
9049,36628,58671
43270,22880,50003
26872,30617,15377
50609,46643,42412
33012,49016,13922
54798,57833,13344
28279,37770,26193
21040,9408,21995
32632,8989,42001
11497,17344,42400
26189,58035,54715
16503,35405,1373
5379,12073,36822
13370,8548,44562
44222,28951,13941
17462,36763,49668
21208,54474,7122
18420,15109,14325
48317,20082,13778
17360,5602,1468
23993,8316,57975
9183,8678,12602
28209,52560,43852
7129,40219,8382
59851,31219,38079
13845,14443,4789
58392,1299,15129
48734,24449,12631
55919,7372,16233
24440,44111,42897
48860,712,1809
11222,2211,39813
2982,51958,6390
18216,44879,23276
52529,37387,29288
19066,31783,45696
46462,2006,37557
47392,44217,42637
12130,10389,10334
40851,27578,45127
44279,46002,30759
29755,47386,59953
10522,26168,45067
55965,27576,52565
27917,37815,43177
7803,33273,829
56746,46265,20650
43613,40958,59152
45983,30377,59527
46965,26046,27844
32625,13717,10873
25639,13269,25303
22056,52688,834
40446,12576,37937
8052,357,13213
2643,51010,7650
25208,28697,54614
18316,1264,34525
32241,36441,49427
36853,47933,3414
23630,29160,25449
45954,36353,34946
56879,10517,4497
32657,3638,7431
57098,54282,22611
32850,44789,33661
25362,3953,51803
43073,56903,41307
53472,12964,39533
44597,8614,57968
35220,35858,55109
56637,16256,2699
11127,16230,1033
2923,46426,11262
57090,30721,39389
5532,21848,42782
15748,19932,7911
27290,35659,50623
52224,19062,47062
2503,9145,47593
49347,50666,3638
37452,29248,21424
57477,35382,17834
54525,35177,28963
19201,7195,36146
12747,37727,1241
16451,3859,275
20358,4080,28283
33736,51769,56557
26906,3544,33502
575,8712,14055
5930,13946,45451
32230,50275,21359
14554,38901,41427
43693,54606,11135
55532,49125,54057
6822,3154,29498
48902,9957,13509
15930,23525,30135
18570,53949,181
24536,6237,41762
32293,13632,35091
38705,15189,14247
42245,22398,31359
33574,20820,14905
28512,16687,40499
21110,58219,55045
27867,41537,28628
13310,43835,7272
14533,57095,32275
1727,3852,54206
7246,2786,50557
20906,23872,40970
38969,57967,43076
25403,45543,28926
28328,40457,44776
8256,18181,39363
50346,56553,59527
10453,11921,20714
39418,3516,27068
3218,3544,47664
51127,58291,10364
47204,18121,5471
32906,12105,23163
17153,55827,44621
10931,5845,6912
40375,526,57596
20718,37635,11564
53854,36762,53923
8973,11891,41895
18627,8264,57607
8921,27846,51246
11708,29580,44003
43560,8899,58144
16194,48884,5696
21999,31506,25658
36958,30538,1962
55688,35764,1627
44001,46067,56764
6184,36468,8432
53552,14030,22472
5065,41050,6176
57637,2223,9027
54590,30091,19962
6814,53950,15199
24882,58057,19172
43747,37871,36648
41221,11438,12665
43361,35477,24169
57255,6255,57265
44144,30387,32628
46855,37742,33439
20943,5580,41079
17171,27524,44384
57436,16614,3035
33693,39418,59573
16035,23247,56782
34242,7682,36214
40254,5968,15887
7292,51111,33504
3170,25010,22838
45374,44365,15043
27931,47734,30097
18831,28258,27451
58026,49695,28263
23397,53783,33456
1143,5390,23250
57591,33930,59560
18307,14262,16050
34339,39842,7356
43904,977,20660
9267,6929,31774
39606,22229,58722
24082,3824,43820
11681,55370,18367
57991,43220,9765
51428,14107,57981
56444,23923,58830
54366,6977,53481
41892,50750,43361
5857,21854,21328
22446,36035,6826
13316,36411,32943
30280,29416,16393
31888,55691,20602
33933,343,4578
55367,20646,21565
9342,52751,12496
51091,5347,53151
28575,55286,11867
44130,4221,39881
25787,56382,2219
20806,16263,18399
57444,34442,15527
16153,52998,13576
51893,1636,13451
34921,57061,27944
8678,50112,57950
3466,59207,43084
5738,41539,8411
4777,7922,24117
44892,13433,25016
18252,4321,50752
56091,10170,27330
54587,49718,7029
39913,29376,37760
25225,20275,30815
56540,10218,31850
13289,8809,31226
36576,11341,48900
4660,56022,55443
47306,45631,54219
18279,13476,57155
7053,13377,44660
24538,1678,38836
44790,26950,17733
35044,20851,43152
1094,14766,29663
51241,9966,19567
17580,39236,9883
27044,5536,47692
26467,16693,25435
53819,37110,8834
29519,12188,48391
59232,15978,20385
27662,29640,39060
24859,28595,18637
37310,25474,9316
37022,25667,21860
41773,7309,4738
13995,28080,59700
57257,18950,56997
40682,7290,30158
9560,2969,8572
59807,29799,49280
12382,42842,50018
13740,49358,9774
19497,37538,46880
10330,59883,11645
34347,11474,47779
22378,32180,6058
9037,34419,58595
20782,21650,25258
36116,7377,16905
3567,10167,58312
16214,17900,27228
14526,35512,23253
25844,7565,14615
1565,43155,27269
58985,52559,10193
22876,20048,41076
6610,27787,16816
24404,17630,51867
35005,22855,2822
54979,10904,16245
37490,11630,20180
54647,717,30492
34081,26150,32242
4992,169,37619
27156,25823,26739
12529,1241,26731
44788,14931,59548
34636,53294,27766
42472,48289,34883
10570,59615,21892
50906,40218,3742
29871,55693,37902
44848,56434,35733
22209,20163,46907
2287,45687,39132
4007,54928,27338
31016,2238,41126
16024,12730,39878
48628,27016,34575
31255,55482,26731
7064,32631,58136
35705,36738,35910
21672,49055,48012
46821,18877,30162
11113,7693,8579
57158,7489,50307
30458,58911,1277
22683,28447,44932
3687,25576,45733
28727,24543,11981
22765,22028,50978
23006,8913,27206
50285,58050,44208
46526,2795,22469
33234,11853,54837
10527,10255,8186
53866,53377,2492
39273,23835,57756
41280,23190,41992
47967,58818,7442
34911,53528,37912
49127,59911,57173
56413,43897,58610
8065,53082,1365
23986,33161,40824
24572,17124,13612
29193,15646,48196
47387,24232,50205
14762,9520,34373
14908,48437,31866
13016,22940,13609
58603,47666,40383
2680,15148,52992
3211,54480,48230
40255,18430,18322
48399,35035,23516
5088,2094,13888
52917,15576,8331
38547,28190,57852
56840,20069,38693
16877,26980,37400
24715,22265,22963
53064,39909,7064
36572,11687,8501
47394,22971,59010
10209,58549,16816
16321,59813,7562
15049,3258,201
27516,11041,40100
31315,23531,24173
10894,22586,33904
37532,25282,14513
40371,55541,21661
39132,21276,9771
10630,9622,4864
7043,22109,40572
54280,33592,6488
33343,50726,32070
50692,21390,32626
31481,38829,46393
1,37812,40918
45839,23023,573
55097,51867,1092
33814,7526,53962
17872,54839,40090
21445,57551,55047
20730,36204,12207
48731,6813,2280
32247,32700,33165
24576,12363,53467
42985,49127,16321
172,43450,27892
10226,52003,5748
21043,53334,21761
8056,9162,14055
54579,43282,26756
8654,11387,10582
32559,10116,46216
15285,3801,14394
59546,33443,28570
41524,28996,26017
4740,45684,9488
46338,10209,24204
49674,40753,58414
18557,47718,20844
59154,45484,28088
12874,18831,37532
22352,15805,55177
36139,14452,10691
52000,7142,26145
5615,31790,31014
36827,7108,12874
16358,10789,52888
47646,433,18557
36862,5130,12628
9401,22187,377
39387,52829,23933
59703,17777,15442
57312,40062,36704
14396,43683,32912
14103,45820,1558
27531,27627,18555
6116,47172,810
8407,1661,52586
8409,2555,52616
1053,25653,40811
43387,48342,22793
16949,20658,46603
33164,74,36663
40320,40200,53039
28002,13418,7676
2565,47943,39619
14816,48495,10633
31465,36623,57572
37914,1949,29401
19165,52030,11042
13621,18974,28612
55662,55870,56037
35455,28033,47779
51602,25419,38140
51895,6518,55379
49816,54114,58553
33426,7489,59473
13995,20512,54811
21689,51952,19262
27095,15460,18348
27290,40881,29641
2037,30102,23196
13046,46670,57854
992,43914,44241
23547,15413,9876
8441,45238,21433
32635,9983,32285
20445,46108,47057
21641,40244,59742
14472,46410,43471
29239,48335,10361
56955,24837,43212
14762,4350,16990
56969,55271,7676
20210,6061,26865
17781,29553,11571
51273,20754,31756
29402,41065,18914
7341,34598,12670
1103,13353,33771
47053,24259,58391
29356,37808,34213
48943,33242,19722
11692,3606,6435
58009,21177,21205
33199,26028,52157
2384,6684,36761
6822,53925,4842
5695,26750,50192
24339,25096,40599
29143,12033,27572
17581,18094,46081
29632,36403,14990
3583,39737,22785
35712,14499,317
22118,2994,39683
56574,57779,25289
43992,11075,24630
4715,46629,137
51089,33541,29630
7091,8442,33616
12338,39336,49538
23347,52719,54542
345,16043,54606
31384,43082,25139
32504,49747,25575
53017,49058,43196
35528,45434,40999
9075,23961,40992
37381,32558,46695
2807,31088,51497
7039,43033,30891
44363,56205,38192
40660,38907,3888
19171,38813,41029
46413,45534,21926
29124,8462,24487
52976,54594,33245
52504,9976,17371
14467,4905,49167
59304,18917,16864
16666,45737,23113
36523,27997,16796
39815,56765,58005
51457,2536,58543
19440,36585,20360
1461,31184,55884
35278,15590,40528
50455,4419,14175
3849,9897,44760
10492,8641,24302
18938,13547,9562
40405,24200,11942
8291,13116,3563
50903,17117,41382
42270,19715,56104
46306,23285,46325
8951,35670,5676
27093,52813,8546
47779,29657,25784
16704,39769,19820
42647,28536,32135
33083,22457,8180
59011,54251,33628
47160,50150,43911
21951,28966,28798
22672,45526,25510
38323,40110,45114
58055,17075,5857
48807,51709,54802
56710,53293,29303
56164,39597,33886
53364,33882,29914
31131,31364,13315
4316,35863,1799
26861,45903,49528
39758,48460,13589
32091,23789,27857
5328,36898,47376
3160,38825,7547
21109,25742,55181
449,37258,40264
49747,36626,25355
35244,35580,4514
34010,37721,15520
52278,33595,45703
47105,3723,53909
16683,56017,59037
15489,58008,16354
55783,18302,11476
25786,25069,47432
39996,30462,34726
32897,24647,32566
58540,27292,29409
33564,21777,11368
3172,27463,6318
49782,48932,1233
57560,37441,20283
17230,21946,10419
23179,7630,49805
48519,35946,46093
34849,29131,2991
50029,20925,15219
40047,49331,27930
8882,13118,11236
59722,202,36241
7214,57821,22531
55548,45078,35924
55701,56150,56864
11165,6132,42056
44206,10509,35210
53998,28698,49719
16098,28776,54814
38798,59883,44702
59666,32668,22806
54280,9995,11232
9568,10941,812
47889,811,52198
14467,10107,20055
19028,19129,40701
20179,46187,44812
17947,49681,34986
325,32535,55168
16742,34171,35335
19091,54131,12506
2356,58942,8938
2383,45762,24637
51600,26530,21936
41159,50,50003
48156,1397,34865
1091,9494,23381
59161,5820,39855
9682,3435,53619
50117,47075,32023
16396,50849,46852
45983,1077,25067
55472,42636,5105
19064,46253,28144
48541,16577,49372
57087,30087,55908
33781,51788,28082
24848,22681,26489
43413,11730,34466
47145,52067,25879
51563,34019,46736
23523,18212,25350
1358,25603,8332
54202,9205,44918
21182,17518,44342
37035,18203,19271
21286,160,27471
17810,26593,46805
44823,16119,37561
20904,47949,43288
28687,39625,54093
34300,18158,29123
22087,15261,1607
44820,8486,55686
39722,8823,24142
37320,17310,22776
59180,29239,55576
11466,40476,59743
9889,53491,50845
59798,54900,21689
30958,47995,50974
43656,1534,10997
35901,16800,12729
37659,58826,47826
42322,15943,4990
57602,3115,1069
616,5903,4663
19530,57320,47607
25041,59030,39044
42158,48374,6218
12575,6126,6666
20839,43617,2089
19578,22871,51375
44101,53869,48236
37270,19506,23793
7718,29931,24344
8382,28771,42181
24121,45605,44354
13994,45026,26793
53912,43375,56176
57020,7755,12703
52687,19930,51418
1678,26429,3914
26581,10500,42969
36490,48441,53120
270,10769,1547
38949,10689,59821
56411,2772,31051
28373,9106,12102
37085,35402,40569
27516,38268,42200
6093,37120,51919
46135,20537,36619
44007,34965,14957
31642,10883,37490
34696,36406,57956
12099,6720,32070
56635,51073,3821
53754,12476,44905
14094,37135,38559
22754,58230,37111
29905,6187,14703
54859,44675,40247
22478,15366,21882
7825,3967,54868
22348,32935,23781
2653,7602,44028
57454,15542,44846
33753,8307,33216
39410,44462,42765
9770,42669,51036
57228,55108,59154
26495,37732,49679
16538,8220,13396
50651,18585,50992
55978,55069,30141
50450,12341,19956
6883,27061,45060
7017,31506,4581
41975,37210,59307
1484,24869,21120
25862,43912,1228
51486,43914,4439
22172,56092,14110
11280,30409,27192
9667,32090,43405
49584,44523,21521
38485,37271,53320
5762,11551,57028
51932,12780,21361
15032,53255,23986
358,58257,16504
50566,19343,52133
57743,56039,30379
1689,29278,33238
110,40128,59570
43125,29358,28233
58775,32900,55389
26591,8171,5856
34790,1280,11336
58344,31427,12348
49096,43827,34149
17596,51876,49747
58591,57151,30739
12900,5833,20909
54114,53668,51609
4598,19255,3941
21923,14612,3075
53924,46519,47376
7689,48232,57313
27151,20983,51375
52432,48700,57905
13197,56279,28209
42643,23061,52688
53202,1463,49109
8303,41601,37055
28485,31254,42394
27118,26918,54317
57587,22967,44564
554,29511,7259
49209,9068,51916
51553,14592,1805
28634,10381,57820
1313,40094,12573
9989,26516,12548
25012,1728,59681
57716,17717,6094
8875,46906,23198
28322,49297,29164
18720,3350,15066
22634,25760,40836
23070,18587,37581
3301,38481,17951
9450,31471,58929
2389,32804,29192
21144,42807,46343
48364,5641,12589
3221,53069,18510
8942,25406,3897
37307,3335,25938
38941,44152,53438
36532,25807,16051
31778,44068,5185
21697,2210,17075
34610,24113,3611
3512,31717,56108
28170,32808,47107
38579,16890,21689
50437,23221,56927
11189,2409,53736
55234,15269,46564
54835,32287,11379
6971,15974,29292
23384,46108,50031
5924,22949,42788
35518,25553,8115
35675,16216,14842
38066,36057,37512
36576,47128,52930
19244,40514,10102
2898,49247,38287
46982,5356,32203
16711,37360,42856
38703,48723,39581
48290,5166,28802
7452,25430,38654
10942,59962,9922
40310,21081,45434
20137,12677,54977
58219,21763,58580
45006,55848,34561
57447,30332,7045
12919,28721,11975
1194,1585,22130
3788,10468,46322
4668,59260,6008
7466,32408,59073
54756,14437,55407
29413,1629,50979
1919,41183,15557
51247,38239,37746
35469,58749,4883
24847,50589,34951
57981,53611,49701
980,17459,49645
6133,44886,50302
13286,16178,53624
56169,34157,55895
26334,58059,2888
641,43327,31601
44971,18825,19530
40083,54220,24123
33811,3907,28592
54700,23934,52063
50866,52523,45542
17841,22238,51847
30073,21868,36739
10743,18708,19270
12882,30326,45245
38377,51198,1050
22043,46164,26472
34205,15843,47327
12607,10536,16291
20392,53843,25
10703,53435,38444
59296,39658,5631
34777,58047,51255
30342,23891,9538
12995,59833,57335
8764,13457,56455
46549,26014,45082
12499,43403,47479
50780,23182,52080
39562,2181,36785
27733,8353,9468
14197,25,48141
16746,20983,14460
44506,3243,43347
42736,20348,17110
51518,21570,38175
32164,47717,49824
50471,3611,16758
13345,10654,54370
35162,9742,54318
41735,43048,14058
19020,58248,18674
31137,12766,25873
36844,16374,20589
58676,56689,27615
1371,26014,51920
21194,37816,14923
40708,14003,5851
57873,10699,38518
39182,2114,7142
49810,56328,25058
22729,42040,49341
17497,58977,35267
59158,23274,27876
33355,1820,38872
39745,42860,2640
36176,46959,31601
45078,4528,34156
7275,26913,49880
10639,49709,48416
25492,41904,33640
44548,11083,27989
53397,44264,55417
28937,44514,38487
17144,18687,8511
54585,19772,18997
37404,8049,28062
33535,29932,57083
2467,25587,47989
53206,58869,12746
57744,4814,57924
13426,29392,40955
46741,33228,22297
51071,945,30482
47352,53324,53094
34398,201,47836
53288,49856,26505
50727,15629,27379
56198,16934,34384
49755,58014,22975
49015,46001,38298
49293,18362,10973
40023,24958,2107
33282,33951,51671
29221,59857,13439
24171,16325,52885
54656,7105,7221
9316,1861,37383
28209,22103,45401
2728,6164,44092
39473,32487,36243
40855,54190,15336
26726,33524,25245
35383,51425,27293
39952,32670,30592
40001,49137,12104
28896,11238,8318
31271,57105,31518
49563,20955,9206
42099,15537,54202
44361,45136,32134
40362,44960,24153
54787,25915,51263
59553,3589,51165
31574,5563,57747
57493,33775,13458
53770,15824,49693
55275,5005,8999
36038,47135,564
28941,11572,29649
59645,33305,52040
16788,39834,13564
53193,43696,29748
47928,58169,52586
41579,23148,24441
54948,24899,353
31416,56586,37449
3433,4273,10224
58849,52598,29958
57790,40742,48351
20691,44075,35015
36821,12687,13860
3813,25790,24864
56798,24659,31264
12169,55897,13742
41571,44928,52131
24731,50026,31051
10458,26632,13584
45686,56211,11730
43589,15573,2829
15598,10597,1721
4698,33110,18176
22012,7692,20455
50896,58181,8354
58845,59181,26503
54836,37266,9337
30670,25160,54383
41141,21299,54125
24614,17596,52231
21931,1315,38909
42655,46389,23334
33687,8842,44517
56318,30708,42031
19255,17194,37967
36204,40025,31196
2269,10244,41880
46693,43986,17911
12019,17623,57414
41752,35064,59116
46934,47856,15210
3511,30519,21200
20757,1785,43892
16358,15033,40804
59794,39304,32625
27567,38608,18731
29745,5165,11431
48373,14419,52756
40239,40181,55497
26513,5231,9524
11693,53863,17055
43439,27772,10328
30226,32812,25806
24677,4243,36019
33163,48740,5364
25666,23589,28111
51899,4824,46614
36104,21095,13934
1487,49289,5743
19934,22605,4540
48937,20039,57087
34352,14647,47582
51400,41089,10602
19378,48051,30919
24634,4862,6811
2938,47858,25383
53919,30500,58125
47809,40569,6903
52958,53706,30273
43178,59084,10785
22667,39042,45763
42751,32771,24985
7579,42194,32634
1342,45857,42451
5564,7417,30677
58850,22717,41929
23148,33415,28221
7170,33113,8075
55618,52463,23619
14737,40899,14944
10371,51639,42901
54746,49375,37464
57079,13256,14868
48785,7120,9820
38964,42652,52326
6129,12859,31414
40965,15294,25173
34369,36357,10133
3620,8637,51815
44829,15222,4956
16294,28315,22929
23874,13249,46125
3761,11356,46834
18493,23140,23808
3188,3716,46301
13940,15478,44361
49251,19032,35034
17212,5230,770
27200,38416,11359
4596,1798,6
15919,44474,9617
10669,21004,44107
47542,1688,6160
44939,22465,45106
19300,31070,43778
22179,7152,37911
4366,27010,34951
40406,3482,37657
40831,32368,34404
698,20055,39554
6630,15250,3149
15748,39100,58324
51313,1921,37784
5361,30725,9453
48942,39728,10439
9415,47742,47621
19776,24591,48524
